,id_x,ano,beneficiario,rfc,rnpa,estado_x,municipio_x,localidad_x,monto,cod_inegi_municipio_x,cod_inegi_localidad_x,id_y,tipo,nombre,fecha_registro,tipo_persona,representante_legal,estado_y,municipio_y,localidad_y,inicio,cod_inegi_localidad_y,cod_inegi_municipio_y
4815,4816,2015,CATARINO SOTO GONZALEZ,,2508005853.0,SINALOA,MAZATLÁN,MAZATLÁN," 78,660.00 ",,,20692,CAPTURA,CATARINO SOTO GONZALEZ,20/04/15,FISÍCA,CATARINO SOTO GONZALEZ,SINALOA,MAZATLAN,MAZATLAN,01/09/1992,25012001.0,25012.0
1680,1681,2012,SOTO GONZALEZ FRANCISCO JAIME,,2607002660.0,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,292600,,,15416,CAPTURA,FRANCISCO JAIME SOTO GONZALEZ,25/07/16,FISÍCA,C. FRANCISCO JAIME SOTO GONZALEZ,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,18/08/2011,,
3505,3506,2013,SOTO GONZALEZ FRANCISCO JAIME,,2607002660.0,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,434450,,,15416,CAPTURA,FRANCISCO JAIME SOTO GONZALEZ,25/07/16,FISÍCA,C. FRANCISCO JAIME SOTO GONZALEZ,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,18/08/2011,,
3893,3894,2014,FRANCISCO JAIME SOTO GONZALEZ,,2607002660.0,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,0,,,15416,CAPTURA,FRANCISCO JAIME SOTO GONZALEZ,25/07/16,FISÍCA,C. FRANCISCO JAIME SOTO GONZALEZ,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,18/08/2011,,
5085,5086,2015,FRANCISCO JAIME SOTO GONZALEZ,,2607002660.0,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO," 183,600.00 ",,,15416,CAPTURA,FRANCISCO JAIME SOTO GONZALEZ,25/07/16,FISÍCA,C. FRANCISCO JAIME SOTO GONZALEZ,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,18/08/2011,,
1681,1682,2012,SOTO MENDIVIL IGNACIO,,2607004351.0,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,292600,,,15476,CAPTURA,IGNACIO SOTO MENDIVIL,21/02/17,FISÍCA,C. IGNACIO SOTO MENDIVIL,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,18/08/2011,,
3507,3508,2013,SOTO MENDIVIL IGNACIO,,2607004351.0,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,427314,,,15476,CAPTURA,IGNACIO SOTO MENDIVIL,21/02/17,FISÍCA,C. IGNACIO SOTO MENDIVIL,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,18/08/2011,,
3895,3896,2014,IGNACIO SOTO MENDIVIL,,2607004351.0,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,0,,,15476,CAPTURA,IGNACIO SOTO MENDIVIL,21/02/17,FISÍCA,C. IGNACIO SOTO MENDIVIL,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,18/08/2011,,
5113,5114,2015,IGNACIO SOTO MENDIVIL,,2607004351.0,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO," 314,772.00 ",,,15476,CAPTURA,IGNACIO SOTO MENDIVIL,21/02/17,FISÍCA,C. IGNACIO SOTO MENDIVIL,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,18/08/2011,,
1682,1683,2012,SOTO MENDIVIL MABY CORIN,,2607002678.0,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,140000,,,12541,CAPTURA,MABY CORIN SOTO MENDIVIL,11/04/17,FISÍCA,MABY CORIN SOTO MENDIVIL,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,18/08/2011,,
3506,3507,2013,SOTO MENDEVIL MABY CORIN,,2607002678.0,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,168700,,,12541,CAPTURA,MABY CORIN SOTO MENDIVIL,11/04/17,FISÍCA,MABY CORIN SOTO MENDIVIL,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,18/08/2011,,
3896,3897,2014,MABY CORIN SOTO MENDIVIL,,2607002678.0,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,0,,,12541,CAPTURA,MABY CORIN SOTO MENDIVIL,11/04/17,FISÍCA,MABY CORIN SOTO MENDIVIL,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,18/08/2011,,
5086,5087,2015,MABY CORIN SOTO MENDIVIL,,2607002678.0,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO," 112,700.00 ",,,12541,CAPTURA,MABY CORIN SOTO MENDIVIL,11/04/17,FISÍCA,MABY CORIN SOTO MENDIVIL,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,18/08/2011,,
1683,1684,2012,SOTO NAVARRO MANUEL DE JESUS,,2609003534.0,SONORA,CAJEME,CIUDAD OBREGON,372400,26018.0,26018001.0,12557,CAPTURA,MANUEL DE JESUS SOTO NAVARRO,11/05/16,FISÍCA,JOSE ADAN MARISCAL LAGARDA,SONORA,CAJEME,CIUDAD OBREGON,18/08/2011,26018001.0,26018.0
3508,3509,2013,SOTO NAVARRO MANUEL DE JESUS,,2609003534.0,SONORA,CAJEME,CIUDAD OBREGON,221600,26018.0,26018001.0,12557,CAPTURA,MANUEL DE JESUS SOTO NAVARRO,11/05/16,FISÍCA,JOSE ADAN MARISCAL LAGARDA,SONORA,CAJEME,CIUDAD OBREGON,18/08/2011,26018001.0,26018.0
3897,3898,2014,MANUEL DE JESUS SOTO NAVARRO,,2609003534.0,SONORA,CAJEME,CIUDAD OBREGON,1200,26018.0,26018001.0,12557,CAPTURA,MANUEL DE JESUS SOTO NAVARRO,11/05/16,FISÍCA,JOSE ADAN MARISCAL LAGARDA,SONORA,CAJEME,CIUDAD OBREGON,18/08/2011,26018001.0,26018.0
5136,5137,2015,MANUEL DE JESUS SOTO NAVARRO,,2609003534.0,SONORA,CAJEME,CIUDAD OBREGÓN," 81,600.00 ",26018.0,,12557,CAPTURA,MANUEL DE JESUS SOTO NAVARRO,11/05/16,FISÍCA,JOSE ADAN MARISCAL LAGARDA,SONORA,CAJEME,CIUDAD OBREGON,18/08/2011,26018001.0,26018.0
1684,1685,2012,SOTO TAPIZ JESUS SALVADOR,,2604011359.0,SONORA,GUAYMAS,SAN JOSE DE GUAYMAS,226520,26029.0,26029254.0,11969,CAPTURA,JESUS SALVADOR SOTO TAPIZ,18/08/11,FISÍCA,JESUS SALVADOR SOTO TAPIZ,SONORA,,,18/08/2011,,
3899,3900,2014,JESUS SALVADOR SOTO TAPIZ,,2604011359.0,SONORA,GUAYMAS,HEROICA GUAYMAS,0,26029.0,26029001.0,11969,CAPTURA,JESUS SALVADOR SOTO TAPIZ,18/08/11,FISÍCA,JESUS SALVADOR SOTO TAPIZ,SONORA,,,18/08/2011,,
5057,5058,2015,JESUS SALVADOR SOTO TAPIZ,,2604011359.0,SONORA,GUAYMAS,HEROICA GUAYMAS," 25,200.00 ",26029.0,26029001.0,11969,CAPTURA,JESUS SALVADOR SOTO TAPIZ,18/08/11,FISÍCA,JESUS SALVADOR SOTO TAPIZ,SONORA,,,18/08/2011,,
1687,1688,2012,TERAN MARTINEZ LILIA,,2808005454.0,TAMAULIPAS,TAMPICO,TAMPICO,427980,28038.0,28038001.0,12459,CAPTURA,LILIA TERAN MARTINEZ,05/07/16,FISÍCA,LILIA TERAN MARTINEZ,TAMAULIPAS,TAMPICO,TAMPICO,18/08/2011,28038001.0,28038.0
3513,3514,2013,TERAN MARTINEZ LILIA,,2808005454.0,TAMAULIPAS,TAMPICO,TAMPICO,407848,28038.0,28038001.0,12459,CAPTURA,LILIA TERAN MARTINEZ,05/07/16,FISÍCA,LILIA TERAN MARTINEZ,TAMAULIPAS,TAMPICO,TAMPICO,18/08/2011,28038001.0,28038.0
3900,3901,2014,LILIA TERAN MARTINEZ,,2808005454.0,TAMAULIPAS,TAMPICO,TAMPICO,67279.2,28038.0,28038001.0,12459,CAPTURA,LILIA TERAN MARTINEZ,05/07/16,FISÍCA,LILIA TERAN MARTINEZ,TAMAULIPAS,TAMPICO,TAMPICO,18/08/2011,28038001.0,28038.0
5188,5189,2015,LILIA TERAN MARTINEZ,,2808005454.0,TAMAULIPAS,TAMPICO,TAMPICO," 239,110.20 ",28038.0,28038001.0,12459,CAPTURA,LILIA TERAN MARTINEZ,05/07/16,FISÍCA,LILIA TERAN MARTINEZ,TAMAULIPAS,TAMPICO,TAMPICO,18/08/2011,28038001.0,28038.0
1688,1689,2012,"TOPOLOBAMPO 2004, S.C. DE R.L. DE C.V.",TDM040524FK9,2511002111.0,SINALOA,AHOME,LOS MOCHIS,213500,25001.0,25001001.0,18573,CAPTURA,TOPOLOBAMPO 2004 SC DE RL DE CV,04/03/16,MORAL,ISAIAS ESPINOZA GUTIERREZ,SINALOA,AHOME,TOPOLOBAMPO,24/05/2004,25001240.0,25001.0
3514,3515,2013,"TOPOLOBAMPO 2004, S.C. DE R.L. DE C.V.",TDM040524FK9,2511002111.0,SINALOA,AHOME,TOPOLOBAMPO,205579.34,25001.0,25001240.0,18573,CAPTURA,TOPOLOBAMPO 2004 SC DE RL DE CV,04/03/16,MORAL,ISAIAS ESPINOZA GUTIERREZ,SINALOA,AHOME,TOPOLOBAMPO,24/05/2004,25001240.0,25001.0
4461,4462,2014,TOPOLOBAMPO 2004 S.C. DE RL DE CV,,2511002111.0,SINALOA,AHOME,TORTUGAS DOS,22340,25001.0,,18573,CAPTURA,TOPOLOBAMPO 2004 SC DE RL DE CV,04/03/16,MORAL,ISAIAS ESPINOZA GUTIERREZ,SINALOA,AHOME,TOPOLOBAMPO,24/05/2004,25001240.0,25001.0
4973,4974,2015,TOPOLOBAMPO 2004 S.C. DE RL DE CV,,2511002111.0,SINALOA,AHOME,TOPOLOBAMPO," 55,770.00 ",25001.0,25001240.0,18573,CAPTURA,TOPOLOBAMPO 2004 SC DE RL DE CV,04/03/16,MORAL,ISAIAS ESPINOZA GUTIERREZ,SINALOA,AHOME,TOPOLOBAMPO,24/05/2004,25001240.0,25001.0
1689,1690,2012,TORRI GALINDO MARIA DEL PILAR ANGELES,,3010002586.0,VERACRUZ DE IGNACIO DE LA LLAVE,TUXPAN,SANTIAGO DE LA PEÑA,90000,,,19556,CAPTURA,MARIA DEL PILAR ANGELES TORRI GALINDO,25/04/17,FISÍCA,,VERACRUZ,TUXPAN,TUXPAM DE RODRIGUEZ CANO,01/06/2000,30189001.0,30189.0
3515,3516,2013,TORRI GALINDO MARIA DEL PILAR ANGELES,,3010002586.0,VERACRUZ DE IGNACIO DE LA LLAVE,TUXPAN,SANTIAGO DE LA PEÑA,83736.2,,,19556,CAPTURA,MARIA DEL PILAR ANGELES TORRI GALINDO,25/04/17,FISÍCA,,VERACRUZ,TUXPAN,TUXPAM DE RODRIGUEZ CANO,01/06/2000,30189001.0,30189.0
3902,3903,2014,MARIA DEL PILAR ANGELES TORRI GALINDO,,3010002586.0,VERACRUZ DE IGNACIO DE LA LLAVE,TUXPAN,SANTIAGO DE LA PEÑA,6165,,,19556,CAPTURA,MARIA DEL PILAR ANGELES TORRI GALINDO,25/04/17,FISÍCA,,VERACRUZ,TUXPAN,TUXPAM DE RODRIGUEZ CANO,01/06/2000,30189001.0,30189.0
5246,5247,2015,MARIA DEL PILAR ANGELES TORRI GALINDO,,3010002586.0,VERACRUZ DE IGNACIO DE LA LLAVE,TUXPAN,SANTIAGO DE LA PEÑA," 29,798.00 ",,,19556,CAPTURA,MARIA DEL PILAR ANGELES TORRI GALINDO,25/04/17,FISÍCA,,VERACRUZ,TUXPAN,TUXPAM DE RODRIGUEZ CANO,01/06/2000,30189001.0,30189.0
1690,1691,2012,TORRUCO GRANIEL LORENTE,,2701005395.0,TABASCO,CENTLA,FRONTERA,96000,27003.0,27003001.0,6814,CAPTURA,LORENTE TORRUCO GRANIEL,16/02/17,FISÍCA,LORENTE TORRUCO GRANIEL,TABASCO,CENTLA,NUEVO CENTLA,04/03/2013,27003045.0,27003.0
3516,3517,2013,TORRUCO GRANIEL LORENTE,,2701005395.0,TABASCO,CENTLA,FRONTERA,77200,27003.0,27003001.0,6814,CAPTURA,LORENTE TORRUCO GRANIEL,16/02/17,FISÍCA,LORENTE TORRUCO GRANIEL,TABASCO,CENTLA,NUEVO CENTLA,04/03/2013,27003045.0,27003.0
3901,3902,2014,LORENTE TORRUCO GRANIEL,,2701005395.0,TABASCO,CENTLA,FRONTERA,840,27003.0,27003001.0,6814,CAPTURA,LORENTE TORRUCO GRANIEL,16/02/17,FISÍCA,LORENTE TORRUCO GRANIEL,TABASCO,CENTLA,NUEVO CENTLA,04/03/2013,27003045.0,27003.0
5156,5157,2015,LORENTE TORRUCO GRANIEL,,2701005395.0,TABASCO,CENTLA,FRONTERA," 59,920.00 ",27003.0,27003001.0,6814,CAPTURA,LORENTE TORRUCO GRANIEL,16/02/17,FISÍCA,LORENTE TORRUCO GRANIEL,TABASCO,CENTLA,NUEVO CENTLA,04/03/2013,27003045.0,27003.0
1692,1693,2012,UC CUEVAS MARIO,,3105000438.0,YUCATAN,PROGRESO,PROGRESO,191840,31059.0,31059001.0,21032,CAPTURA,MARIO UC CUEVAS,01/12/14,FISÍCA,MARIO UC CUEVAS,YUCATAN,PROGRESO,PROGRESO,14/12/1985,31059001.0,31059.0
1693,1694,2012,"ULTRAMARINOS BALAM, S.A. DE C.V.",UBA910520BU0,2604010062.0,SONORA,GUAYMAS,HEROICA GUAYMAS,320780,26029.0,26029001.0,20749,CAPTURA,"ULTRAMARINOS BALAM, S.A. DE C.V.",16/01/17,MORAL,ANA CECILIA HERRMANN RIVERA,SONORA,GUAYMAS,HEROICA GUAYMAS,14/05/1991,26029001.0,26029.0
3517,3518,2013,"ULTRAMARINOS BALAM, S.A. DE C.V.",UBA910520BU0,2604010062.0,SONORA,GUAYMAS,HEROICA GUAYMAS,159500,26029.0,26029001.0,20749,CAPTURA,"ULTRAMARINOS BALAM, S.A. DE C.V.",16/01/17,MORAL,ANA CECILIA HERRMANN RIVERA,SONORA,GUAYMAS,HEROICA GUAYMAS,14/05/1991,26029001.0,26029.0
4467,4468,2014,"ULTRAMARINOS BALAM, S.A DE C.V.",,2604010062.0,SONORA,GUAYMAS,HEROICA GUAYMAS,0,26029.0,26029001.0,20749,CAPTURA,"ULTRAMARINOS BALAM, S.A. DE C.V.",16/01/17,MORAL,ANA CECILIA HERRMANN RIVERA,SONORA,GUAYMAS,HEROICA GUAYMAS,14/05/1991,26029001.0,26029.0
5048,5049,2015,"ULTRAMARINOS BALAM, S.A DE C.V.",,2604010062.0,SONORA,GUAYMAS,HEROICA GUAYMAS," 31,500.00 ",26029.0,26029001.0,20749,CAPTURA,"ULTRAMARINOS BALAM, S.A. DE C.V.",16/01/17,MORAL,ANA CECILIA HERRMANN RIVERA,SONORA,GUAYMAS,HEROICA GUAYMAS,14/05/1991,26029001.0,26029.0
1694,1695,2012,URBINA DEL ANGEL CYNTHIA PATRICIA,,2808006692.0,TAMAULIPAS,TAMPICO,TAMPICO,180000,28038.0,28038001.0,11138,CAPTURA,CYNTHIA PATRICIA URBINA DEL ANGEL,04/12/14,FISÍCA,CYNTHIA PATRICIA URBINA DEL ANGEL,TAMAULIPAS,TAMPICO,TAMPICO,18/08/2011,28038001.0,28038.0
3904,3905,2014,CYNTHIA PATRICIA URBINA DEL ANGEL,,2808006692.0,TAMAULIPAS,TAMPICO,TAMPICO,0,28038.0,28038001.0,11138,CAPTURA,CYNTHIA PATRICIA URBINA DEL ANGEL,04/12/14,FISÍCA,CYNTHIA PATRICIA URBINA DEL ANGEL,TAMAULIPAS,TAMPICO,TAMPICO,18/08/2011,28038001.0,28038.0
5211,5212,2015,CYNTHIA PATRICIA URBINA DEL ANGEL,,2808006692.0,TAMAULIPAS,TAMPICO,TAMPICO," 96,500.00 ",28038.0,28038001.0,11138,CAPTURA,CYNTHIA PATRICIA URBINA DEL ANGEL,04/12/14,FISÍCA,CYNTHIA PATRICIA URBINA DEL ANGEL,TAMAULIPAS,TAMPICO,TAMPICO,18/08/2011,28038001.0,28038.0
1695,1696,2012,VAL MALDONADO MARIO,,2501002865.0,SINALOA,CULIACAN,CULIACAN ROSALES,92000,25006.0,25006001.0,19793,ACUACULTURA,MARIO VAL MALDONADO,03/03/16,FISÍCA,MARIO VAL MALDONADO,SINALOA,CULIACAN,ELDORADO,01/04/1999,25006341.0,25006.0
3518,3519,2013,VAL MALDONADO MARIO,,2501002865.0,SINALOA,CULIACAN,ELDORADO,81800,25006.0,25006341.0,19793,ACUACULTURA,MARIO VAL MALDONADO,03/03/16,FISÍCA,MARIO VAL MALDONADO,SINALOA,CULIACAN,ELDORADO,01/04/1999,25006341.0,25006.0
3907,3908,2014,MARIO VAL MALDONADO,,2501002865.0,SINALOA,CULIACAN,ELDORADO,3700,25006.0,25006341.0,19793,ACUACULTURA,MARIO VAL MALDONADO,03/03/16,FISÍCA,MARIO VAL MALDONADO,SINALOA,CULIACAN,ELDORADO,01/04/1999,25006341.0,25006.0
4611,4612,2015,MARIO VAL MALDONADO,,2501002865.0,SINALOA,CULIACÁN,CULIACÁN ROSALES," 60,600.00 ",,,19793,ACUACULTURA,MARIO VAL MALDONADO,03/03/16,FISÍCA,MARIO VAL MALDONADO,SINALOA,CULIACAN,ELDORADO,01/04/1999,25006341.0,25006.0
1696,1697,2012,VALDEZ SOSA WENCESLAO,,2509002263.0,SINALOA,NAVOLATO,EL MOLINO (EL MOLINO DE SATAYA),120000,25018.0,25018292.0,19543,ACUACULTURA,WENCESLAO VALDEZ SOSA,01/02/16,FISÍCA,WENCESLAO VALDEZ SOSA,SINALOA,NAVOLATO,EL MOLINO (EL MOLINO DE SATAYA),02/06/2000,25018292.0,25018.0
3519,3520,2013,VALDEZ SOSA WENCESLAO,,2509002263.0,SINALOA,AHOME,LOS MOCHIS,153040,25001.0,25001001.0,19543,ACUACULTURA,WENCESLAO VALDEZ SOSA,01/02/16,FISÍCA,WENCESLAO VALDEZ SOSA,SINALOA,NAVOLATO,EL MOLINO (EL MOLINO DE SATAYA),02/06/2000,25018292.0,25018.0
3910,3911,2014,WENCESLAO VALDEZ SOSA,,2509002263.0,SINALOA,NAVOLATO,EL MOLINO (EL MOLINO DE SATAYA),11660,25018.0,25018292.0,19543,ACUACULTURA,WENCESLAO VALDEZ SOSA,01/02/16,FISÍCA,WENCESLAO VALDEZ SOSA,SINALOA,NAVOLATO,EL MOLINO (EL MOLINO DE SATAYA),02/06/2000,25018292.0,25018.0
4953,4954,2015,WENCESLAO VALDEZ SOSA,,2509002263.0,SINALOA,NAVOLATO,EL MOLINO (EL MOLINO DE SATAYA)," 94,240.00 ",25018.0,25018292.0,19543,ACUACULTURA,WENCESLAO VALDEZ SOSA,01/02/16,FISÍCA,WENCESLAO VALDEZ SOSA,SINALOA,NAVOLATO,EL MOLINO (EL MOLINO DE SATAYA),02/06/2000,25018292.0,25018.0
1697,1698,2012,VARGAS PERALES ESTANISLAO,,3010002552.0,VERACRUZ DE IGNACIO DE LA LLAVE,TUXPAN,TUXPILLA,218400,,,11397,CAPTURA,ESTANISLAO VARGAS PERALES,02/10/15,FISÍCA,ESTANISLAO VARGAS PEREALES,VERACRUZ,TUXPAN,TUXPAM DE RODRIGUEZ CANO,18/08/2011,30189001.0,30189.0
3520,3521,2013,VARGAS PERALES ESTANISLAO,,3010002552.0,VERACRUZ DE IGNACIO DE LA LLAVE,TUXPAN,TUXPAM DE RODRIGUEZ CANO,148555.6,,,11397,CAPTURA,ESTANISLAO VARGAS PERALES,02/10/15,FISÍCA,ESTANISLAO VARGAS PEREALES,VERACRUZ,TUXPAN,TUXPAM DE RODRIGUEZ CANO,18/08/2011,30189001.0,30189.0
3909,3910,2014,ESTANISLAO VARGAS PERALES,,3010002552.0,VERACRUZ DE IGNACIO DE LA LLAVE,TUXPAN,TUXPAM DE RODRIGUEZ CANO,9450,,,11397,CAPTURA,ESTANISLAO VARGAS PERALES,02/10/15,FISÍCA,ESTANISLAO VARGAS PEREALES,VERACRUZ,TUXPAN,TUXPAM DE RODRIGUEZ CANO,18/08/2011,30189001.0,30189.0
5245,5246,2015,ESTANISLAO VARGAS PERALES,,3010002552.0,VERACRUZ DE IGNACIO DE LA LLAVE,TUXPAN,TÚXPAM DE RODRÍGUEZ CANO," 150,726.00 ",,,11397,CAPTURA,ESTANISLAO VARGAS PERALES,02/10/15,FISÍCA,ESTANISLAO VARGAS PEREALES,VERACRUZ,TUXPAN,TUXPAM DE RODRIGUEZ CANO,18/08/2011,30189001.0,30189.0
1698,1699,2012,"VARGAS QUINTERO, S.P.R. DE R.I.",VQU0711054T6,2505003489.0,SINALOA,GUASAVE,GUASAVE,169600,25011.0,25011001.0,15138,ACUACULTURA,VARGAS QUINTERO SPR DE RI,06/04/16,MORAL,BRIAN YANCARLO VARGAS GAMEZ,SINALOA,GUASAVE,EL CUBILETE,18/08/2011,,25011.0
3521,3522,2013,VARGAS QUINTERO SPR DE RI,VQU0711054T6,2505003489.0,SINALOA,GUASAVE,GUASAVE,194300,25011.0,25011001.0,15138,ACUACULTURA,VARGAS QUINTERO SPR DE RI,06/04/16,MORAL,BRIAN YANCARLO VARGAS GAMEZ,SINALOA,GUASAVE,EL CUBILETE,18/08/2011,,25011.0
4470,4471,2014,"VARGAS QUINTERO, S.P.R. DE R.I.",,2505003489.0,SINALOA,GUASAVE,EL CUBILETE,1600,25011.0,,15138,ACUACULTURA,VARGAS QUINTERO SPR DE RI,06/04/16,MORAL,BRIAN YANCARLO VARGAS GAMEZ,SINALOA,GUASAVE,EL CUBILETE,18/08/2011,,25011.0
4690,4691,2015,"VARGAS QUINTERO, S.P.R. DE R.I.",,2505003489.0,SINALOA,GUASAVE,LA CUCHILLA," 84,100.00 ",25011.0,25011720.0,15138,ACUACULTURA,VARGAS QUINTERO SPR DE RI,06/04/16,MORAL,BRIAN YANCARLO VARGAS GAMEZ,SINALOA,GUASAVE,EL CUBILETE,18/08/2011,,25011.0
1699,1700,2012,VARGAS ZAMORA JUAN ANTONIO,,203127451.0,BAJA CALIFORNIA,ENSENADA,ENSENADA,22000,2001.0,2001001.0,12273,CAPTURA,JUAN ANTONIO VARGAS ZAMORA,18/08/11,FISÍCA,JUAN ANTONIO VARGAS ZAMORA,BAJA CALIFORNIA,,,18/08/2011,,
1700,1701,2012,VAZQUEZ GUTIERREZ JAVIER,,2701005171.0,TABASCO,CENTLA,FRONTERA,95094,27003.0,27003001.0,15489,CAPTURA,JAVIER VAZQUEZ GUTIERREZ,23/09/16,FISÍCA,JAVIER VAZQUEZ GUTIERREZ,TABASCO,CENTLA,FRONTERA,18/08/2011,27003001.0,27003.0
3522,3523,2013,VAZQUEZ GUTIERREZ JAVIER,,2701005171.0,TABASCO,CENTRO,VILLAHERMOSA,81600,27004.0,27004001.0,15489,CAPTURA,JAVIER VAZQUEZ GUTIERREZ,23/09/16,FISÍCA,JAVIER VAZQUEZ GUTIERREZ,TABASCO,CENTLA,FRONTERA,18/08/2011,27003001.0,27003.0
3906,3907,2014,JAVIER VAZQUEZ GUTIERREZ,,2701005171.0,TABASCO,CENTRO,VILLAHERMOSA,5300,27004.0,27004001.0,15489,CAPTURA,JAVIER VAZQUEZ GUTIERREZ,23/09/16,FISÍCA,JAVIER VAZQUEZ GUTIERREZ,TABASCO,CENTLA,FRONTERA,18/08/2011,27003001.0,27003.0
5155,5156,2015,JAVIER VAZQUEZ GUTIERREZ,,2701005171.0,TABASCO,CENTRO,VILLAHERMOSA," 54,450.00 ",27004.0,27004001.0,15489,CAPTURA,JAVIER VAZQUEZ GUTIERREZ,23/09/16,FISÍCA,JAVIER VAZQUEZ GUTIERREZ,TABASCO,CENTLA,FRONTERA,18/08/2011,27003001.0,27003.0
1701,1702,2012,VAZQUEZ OROZCO CARLOS,,2808007013.0,TAMAULIPAS,TAMPICO,TAMPICO,879560,28038.0,28038001.0,20865,CAPTURA,CARLOS VAZQUEZ OROZCO,21/04/15,FISÍCA,CARLOS VAZQUEZ OROZCO,TAMAULIPAS,TAMPICO,TAMPICO,01/10/1990,28038001.0,28038.0
3523,3524,2013,VAZQUEZ OROZCO CARLOS,,2808007013.0,TAMAULIPAS,TAMPICO,TAMPICO,285500,28038.0,28038001.0,20865,CAPTURA,CARLOS VAZQUEZ OROZCO,21/04/15,FISÍCA,CARLOS VAZQUEZ OROZCO,TAMAULIPAS,TAMPICO,TAMPICO,01/10/1990,28038001.0,28038.0
3524,3525,2013,VAZQUEZ OROZCO CARLOS,,2808007013.0,TAMAULIPAS,TAMPICO,TAMPICO,285500,28038.0,28038001.0,20865,CAPTURA,CARLOS VAZQUEZ OROZCO,21/04/15,FISÍCA,CARLOS VAZQUEZ OROZCO,TAMAULIPAS,TAMPICO,TAMPICO,01/10/1990,28038001.0,28038.0
3525,3526,2013,VAZQUEZ OROZCO CARLOS,,2808007013.0,TAMAULIPAS,TAMPICO,TAMPICO,270450,28038.0,28038001.0,20865,CAPTURA,CARLOS VAZQUEZ OROZCO,21/04/15,FISÍCA,CARLOS VAZQUEZ OROZCO,TAMAULIPAS,TAMPICO,TAMPICO,01/10/1990,28038001.0,28038.0
3526,3527,2013,VAZQUEZ OROZCO CARLOS,,2808007013.0,TAMAULIPAS,TAMPICO,TAMPICO,256950,28038.0,28038001.0,20865,CAPTURA,CARLOS VAZQUEZ OROZCO,21/04/15,FISÍCA,CARLOS VAZQUEZ OROZCO,TAMAULIPAS,TAMPICO,TAMPICO,01/10/1990,28038001.0,28038.0
3908,3909,2014,CARLOS VAZQUEZ OROZCO,,2808007013.0,TAMAULIPAS,TAMPICO,TAMPICO,60800,28038.0,28038001.0,20865,CAPTURA,CARLOS VAZQUEZ OROZCO,21/04/15,FISÍCA,CARLOS VAZQUEZ OROZCO,TAMAULIPAS,TAMPICO,TAMPICO,01/10/1990,28038001.0,28038.0
5219,5220,2015,CARLOS VAZQUEZ OROZCO,,2808007013.0,TAMAULIPAS,TAMPICO,TAMPICO," 320,220.00 ",28038.0,28038001.0,20865,CAPTURA,CARLOS VAZQUEZ OROZCO,21/04/15,FISÍCA,CARLOS VAZQUEZ OROZCO,TAMAULIPAS,TAMPICO,TAMPICO,01/10/1990,28038001.0,28038.0
1702,1703,2012,VELASQUEZ BLEE JAVIER MARTIN,,3105005460.0,YUCATAN,PROGRESO,PROGRESO,84000,31059.0,31059001.0,11922,CAPTURA,JAVIER MARTIN VELASQUEZ BLEE,18/08/11,FISÍCA,JAVIER MARTIN VELASQUEZ BLEE,YUCATAN,,,18/08/2011,,
3527,3528,2013,VELASQUEZ BLEE JAVIER MARTIN,,3105005460.0,YUCATAN,PROGRESO,PROGRESO,45372,31059.0,31059001.0,11922,CAPTURA,JAVIER MARTIN VELASQUEZ BLEE,18/08/11,FISÍCA,JAVIER MARTIN VELASQUEZ BLEE,YUCATAN,,,18/08/2011,,
3911,3912,2014,JAVIER MARTIN VELASQUEZ BLEE,,3105005460.0,YUCATAN,PROGRESO,PROGRESO,175,31059.0,31059001.0,11922,CAPTURA,JAVIER MARTIN VELASQUEZ BLEE,18/08/11,FISÍCA,JAVIER MARTIN VELASQUEZ BLEE,YUCATAN,,,18/08/2011,,
5299,5300,2015,JAVIER MARTIN VELASQUEZ BLEE,,3105005460.0,YUCATAN,PROGRESO,PROGRESO," 21,490.00 ",31059.0,31059001.0,11922,CAPTURA,JAVIER MARTIN VELASQUEZ BLEE,18/08/11,FISÍCA,JAVIER MARTIN VELASQUEZ BLEE,YUCATAN,,,18/08/2011,,
