main_ID,Ano,Beneficiario,RFC,RNPA,Estado,Municipio,Localidad,Monto
,2015,"PESQUERIA PERLA DE SALINA CRUZ, S.A. DE C.V.",,2005002809,OAXACA,SALINA CRUZ,SALINA CRUZ," 239,650.00 "
,2015,IGNACIO PEREZ CERVANTES,,2005003005,OAXACA,SALINA CRUZ,SALINA CRUZ," 45,900.00 "
,2015,"FAUNA MARINA CAPTURA Y COMERCIALIZACION DE MARISCOS, S.A. DE C.V.",,2005003260,OAXACA,SALINA CRUZ,SALINA CRUZ," 82,500.00 "
,2015,LUIS ALBERTO SANCHEZ ROSADO,,2005003815,OAXACA,SALINA CRUZ,SALINA CRUZ," 66,000.00 "
,2015,"CRUSTACEOS Y MARISCOS DEL GOLFO DE TEHUANTEPEC, S.A. DE C.V.",,2005004359,OAXACA,SALINA CRUZ,SALINA CRUZ," 19,600.00 "
,2015,FELIPE MATA DOMINGUEZ,,2005004417,OAXACA,SALINA CRUZ,SALINA CRUZ," 29,400.00 "
,2015,"SCPP. PRODUCTORES Y PROCESADORES DE MARISCOS, S.C. DE R.L. DE C.V.",,2005004789,OAXACA,SALINA CRUZ,SALINA CRUZ," 6,300.00 "
,2015,JUAN SELEM BERRON,,2306000494,YUCATAN,PROGRESO,PROGRESO," 240,777.50 "
,2015,RICARDO BICHARA KAWAS,,2306000841,QUINTANA ROO,BENITO JUÁREZ,CANCÚN," 348,000.00 "
,2015,NAVIERA CAMARONERA ACE S.A. DE C.V.,,2306001112,CAMPECHE,CAMPECHE,SAN FRANCISCO DE CAMPECHE," 83,880.00 "
,2015,SERGIO CANDELARIO ROSADO PAT,,2306001401,QUINTANA ROO,BENITO JUÁREZ,CANCÚN," 219,889.60 "
,2015,SC DE PROD ACUICOLA ACUACULTORES DE MONTELARGO SCL,,2501001974,SINALOA,NAVOLATO,MONTELARGO," 85,600.00 "
,2015,"S.C.P.A.E. CASA BLANCA LOS ANGELES, S.C.L.",,2501002022,SINALOA,ANGOSTURA,ANGOSTURA," 95,500.00 "
,2015,S.C.P. ACUICOLA EJIDAL GRANJA EL PINTOR SCL,,2501002261,SINALOA,NAVOLATO,EL PINTOR," 54,980.00 "
,2015,"BEIFE, SPR DE RL",,2501002279,SINALOA,CULIACÁN,CULIACÁN ROSALES," 176,000.00 "
,2015,ACUICOLA BLANQUITA,,2501002329,SINALOA,CULIACÁN,NICOLÁS BRAVO," 3,080.00 "
,2015,"SOCIEDAD COOPERATIVA DE PRODUCCION ACUICOLA EL CHERE, S.C.L.",,2501002337,SINALOA,CULIACÁN,CULIACÁN ROSALES," 8,080.00 "
,2015,"SCPA LA EDUARDA, SCL DE CV",,2501002352,SINALOA,CULIACÁN,COSPITA," 124,400.00 "
,2015,SCPA LA AVIACION SC DE RL DE CV,,2501002378,SINALOA,CULIACÁN,CULIACÁN ROSALES," 157,200.00 "
,2015,"LA COPA DE ORO, S.P.R. DE R.I",,2501002386,SINALOA,CULIACÁN,ELDORADO," 98,160.00 "
,2015,SOCIEDAD COOPERATIVA DE PRODUCCION LOS CACAXTES SCL,,2501002444,SINALOA,CULIACÁN,BAILA," 92,760.00 "
,2015,"NUEVA JERUSALEM, SRP DE RI",,2501002501,SINALOA,CULIACÁN,CULIACÁN ROSALES," 79,400.00 "
,2015,"BIOLOGIA MARINA, S.A. DE C.V.",,2501002535,SINALOA,CULIACÁN,PENÍNSULA DE VILLAMOROS," 103,880.00 "
,2015,"S.C.P.A. AGUAS Y PESCA LOS GAVILANES, S.C.L.",,2501002543,SINALOA,CULIACÁN,PENÍNSULA DE VILLAMOROS," 41,800.00 "
,2015,SCPA CAMARONES DE LA PLAYA SRL DE CV,,2501002550,SINALOA,ANGOSTURA,PLAYA COLORADA," 178,080.00 "
,2015,MARIO VAL MALDONADO,,2501002865,SINALOA,CULIACÁN,CULIACÁN ROSALES," 60,600.00 "
,2015,"ACUICOLA TARAHUMARA DURAN,SC DE RL DE CV",,2501002907,SINALOA,CULIACÁN,CULIACÁN ROSALES," 30,300.00 "
,2015,"ACUICOLA EJIDAL KAMMAROS, S DE RL DE CV",,2501002923,SINALOA,CULIACÁN,ELDORADO," 130,450.00 "
,2015,"SCPA CAMARICULTORES LAGUNA DE LAS CASITAS, SC DE RL DE CV",,2501002949,SINALOA,CULIACÁN,COSPITA," 21,000.00 "
,2015,"ACUAGRICOLA DEL NOROESTE, S.A. DE C.V.",,2501002964,SINALOA,CULIACÁN,CULIACÁN ROSALES," 109,400.00 "
,2015,"AGRICOLA Y ACUILA EL SAUZ, S.A. DE C.V.",,2501002998,SINALOA,CULIACÁN,CULIACÁN ROSALES," 87,150.00 "
,2015,"ACUACULTURA EL DORADO, S.A. DE C.V.",,2501003046,SINALOA,CULIACÁN,ELDORADO," 96,200.00 "
,2015,ACUICOLA LOS ANGELES SA DE CV,,2501003079,SINALOA,CULIACÁN,CULIACÁN ROSALES," 353,176.00 "
,2015,ANDRES RODRIGUEZ MURILLO,,2501003160,SINALOA,CULIACÁN,CULIACÁN ROSALES," 68,400.00 "
,2015,AQUA INDUSTRIAS SA DE CV,,2501003301,SINALOA,CULIACÁN,CULIACÁN ROSALES," 108,200.00 "
,2015,ROGELIO JIMENEZ PALACIOS,,2501003335,SINALOA,CULIACÁN,ELDORADO," 66,150.00 "
,2015,SC LUCENILLA DE PONCE SC DE RL,,2501003434,SINALOA,CULIACÁN,ELDORADO," 53,298.00 "
,2015,"GRUPO BANAMEI, S.A. DE C.V.",,2501003483,SINALOA,NAVOLATO,EL PINTOR," 125,800.00 "
,2015,DESARROLLO 20 DE OCTUBRE SA DE CV,,2501003525,SINALOA,CULIACÁN,CULIACÁN ROSALES," 52,000.00 "
,2015,SILVIANO LOPEZ NAJERA,,2501003632,SINALOA,CULIACÁN,ELDORADO," 69,760.00 "
,2015,FELICIANO VERGARA JIMENEZ,,2501003665,SINALOA,CULIACÁN,CULIACÁN ROSALES," 28,100.00 "
,2015,"SCPA SANTA JULIETA, SC DE RL. DE CV.",,2501003707,SINALOA,CULIACÁN,EL CONCHAL," 83,580.00 "
,2015,JOSE MANUEL CABANILLAS ,,2501003723,SINALOA,CULIACÁN,CULIACÁN ROSALES," 79,900.00 "
,2015,EL PUERTO CONCHAL SC DE RL DE CV,,2501003772,SINALOA,ELOTA,TANQUES," 130,384.00 "
,2015,GRANJA ACUICOLA MARIA ESPERANZA SPR DE RL,,2501003822,SINALOA,CULIACÁN,ELDORADO," 59,300.00 "
,2015,NUTRIMENTOS ACUICOLAS AZTECAS SA DE CV,,2501003863,JALISCO,SAN PEDRO TLAQUEPAQUE,TLAQUEPAQUE," 243,700.00 "
,2015,DORA ALICIA BARRON CRUZ,,2501003871,SINALOA,CULIACÁN,PORTACELI, -   
,2015,CLAUDIA VERONICA DUARTE LANDEROS,,2501003939,SINALOA,CULIACÁN,NINGUNO," 3,850.00 "
,2015,JOSE LORENZO DERAT ROCHA,,2501004119,SINALOA,CULIACÁN,CULIACÁN ROSALES," 46,320.00 "
,2015,JESUS ALBERTO ACOSTA DIAZ,,2501004143,SINALOA,CULIACÁN,CULIACÁN ROSALES," 30,150.00 "
,2015,DIEGO ARISTIDES VERDUGO ZAZUETA,,2501004325,SINALOA,CULIACÁN,ELDORADO," 126,600.00 "
,2015,KARLA ANGELINA MEZA CORONEL,,2501004333,SINALOA,CULIACÁN,ELDORADO," 102,800.00 "
,2015,GABRIEL FERNANDO ROCHIN HERNANDEZ,,2501004739,SINALOA,CULIACÁN,ELDORADO," 46,950.00 "
,2015,JORGE ORLANDO ECHAVARRIA GAXIOLA,,2501005025,SINALOA,CULIACÁN,ELDORADO," 134,200.00 "
,2015,FRANCISCO CERDA TORRES,,2501005032,SINALOA,CULIACÁN,SOYATITA (CRUZ SEGUNDA)," 37,160.00 "
,2015,PALNTA PROCESADORA LA ISLITA SC DE RL DE CV,,2501005223,SINALOA,CULIACÁN,MEZQUITILLO," 25,700.00 "
,2015,PRODUCTORES MARINOS SINALOENSES SA DE CV,,2501005330,SINALOA,ELOTA,LA CRUZ," 110,500.00 "
,2015,PRODUCTORES TRIMARINOS SA DE CV,,2501005512,SINALOA,ELOTA,COLONIA BUENOS AIRES," 83,400.00 "
,2015,CINTHIA GUADALUPE FONSECA URREA,,2501005801,SINALOA,CULIACÁN,ELDORADO," 2,100.00 "
,2015,"GRUPO ACUICOLA BRUMAR, S DE RL DE CV",,2501005926,SINALOA,CULIACÁN,CULIACÁN ROSALES," 25,050.00 "
,2015,ROSALINDA RUBIO DIAZ,,2501006346,SINALOA,CULIACÁN,ELDORADO," 2,100.00 "
,2015,GRUPO ACUICOLA CDM S DE PR DE RL,,2501006544,SINALOA,CULIACÁN,CULIACÁN ROSALES," 262,320.00 "
,2015,"GRANJA ACUICOLA KARLA GABRIELA, S.A. DE C.V",,2501006601,SINALOA,CULIACÁN,CULIACÁN ROSALES," 238,600.00 "
,2015,FERNANDO ANTONIO ALARID DUARTE,,2501006981,SINALOA,CULIACÁN,ELDORADO," 2,800.00 "
,2015,"NUTRIMENTOS DE LA CRUZ, S.A. DE C.V.",,2501007633,SINALOA,ELOTA,LA CRUZ," 144,735.00 "
,2015,FELIPE DE JESUS ROJO LIZARRAGA,,2501007732,SINALOA,CULIACÁN,EL HIGUERAL, -   
,2015,LABORATORIO VL SA DE CV,,2501008664,SINALOA,ANGOSTURA,LA REFORMA, -   
,2015,FREDDY MORENO RODRIGUEZ,,2501378745,SINALOA,CULIACÁN,CULIACÁN ROSALES, -   
,2015,SOCIEDAD COOPERATIVA DE PRODUCCION ACUICOLA CULTIVADORES DEL SUR DE SINALOA SCL,,2504000999,SINALOA,ESCUINAPA,ESCUINAPA DE HIDALGO," 6,520.00 "
,2015,"MAREA ALTA COMERCIAL, S.A. DE C.V.",,2504001401,SINALOA,ESCUINAPA,ESCUINAPA DE HIDALGO," 48,860.00 "
,2015,SOC. COOP. DE PRODUCCION ACUICOLA EL CORAL. S.C. DE R.L.,,2504001443,SINALOA,ESCUINAPA,ISLA DEL BOSQUE," 25,680.00 "
,2015,INDA DE LA HACIENDA SPR DE RI,,2504001641,SINALOA,ESCUINAPA,LA CAMPANA NÚMERO DOS (EL POCHOTE)," 36,960.00 "
,2015,AVANCE ANGOSTURA SA DE CV,,2505000634,SINALOA,ANGOSTURA,ANGOSTURA," 188,752.00 "
,2015,"PRODUCTORA DE ESPECIES ACUATICAS, S.A. DE C.V.",,2505001723,SINALOA,GUASAVE,GUASAVE," 304,200.00 "
,2015,SOC COOP DE PROD DE BIENES Y SERV GUASAVE CUATROCIENTOS SCL DE CV,,2505001798,SINALOA,GUASAVE,GUASAVE," 448,955.00 "
,2015,SCPA DE SER. EL INTERMITENTE SCL,,2505002002,SINALOA,GUASAVE,LA BRECHA," 54,800.00 "
,2015,SOC COOP DE PROD PESQ ACUICOLA EJ ACUACULTORES DEL MAR AZUL DE RL Y CV,,2505002051,SINALOA,GUASAVE,EL TORTUGO," 141,800.00 "
,2015,VERDE HORIZONTE S PR DE RI,,2505002077,SINALOA,AHOME,LOS MOCHIS," 242,690.00 "
,2015,"S.C.P.P. EJIDAL Y DE BIENES Y SERVICIOS ACUICOLA CAMARONERA STYL, S.R.L. DE C.V.",,2505002135,SINALOA,GUASAVE,GUASAVE," 146,400.00 "
,2015,PREDIO EL MANGLON SCL DE CV,,2505002259,SINALOA,GUASAVE,GUASAVE," 205,200.00 "
,2015,EMPRESA CEJA SA DE CV,,2505002325,SINALOA,GUASAVE,GUASAVE," 21,700.00 "
,2015,ACUICOLA LAS FLORES SPR DE RI,,2505002354,SINALOA,GUASAVE,TAMAZULA," 48,600.00 "
,2015,LOMA DE LAS PITAYAS SOCIEDAD DE SOLIDARIDAD SOCIAL,,2505002440,SINALOA,GUASAVE,GUASAVE," 133,870.00 "
,2015,SOCIEDAD COOPERATIVA ACUICOLA AGUILASOCHO S DE RL DE CV,,2505002465,SINALOA,GUASAVE,CASA BLANCA," 180,100.00 "
,2015,"SCPAE. COSTAS DEL MAR DE CORTEZ, SC DE RL DE CV",,2505002507,SINALOA,GUASAVE,LA BRECHA," 28,800.00 "
,2015,ACUICOLA LOS GONZALEZ SA DE CV,,2505002564,SINALOA,GUASAVE,TAMAZULA," 107,800.00 "
,2015,"ACUICOLA RINCON DEL TIGRE, SC DE RL DE CV",,2505002580,SINALOA,GUASAVE,LA BRECHA," 37,078.00 "
,2015,"LA RESCATADA, SC DE RL DE CV",,2505002606,SINALOA,GUASAVE,CASA BLANCA," 34,640.00 "
,2015,ACUICOLA PRISAMAR,,2505002648,SINALOA,GUASAVE,GUASAVE," 87,720.00 "
,2015,"FRANCISCO VARGAS SANCHEZ, S.P.R. DE R.I",,2505002655,SINALOA,GUASAVE,GUASAVE," 144,060.00 "
,2015,"GRANJA ACUICOLA FINISTERRE, S.A. DE C.V.",,2505002671,SINALOA,SALVADOR ALVARADO,GUAMÚCHIL," 271,980.00 "
,2015,"BAHIA T, S. DE R.L. DE C.V.",,2505002689,SINALOA,AHOME,TOPOLOBAMPO," 166,000.00 "
,2015,"ACUICOLA MAYO,S.P.R. DE R.I.",,2505002697,SINALOA,GUASAVE,LA BRECHA," 41,600.00 "
,2015,JOSE ENRIQUE ANGULO GUTIERREZ,,2505002721,SINALOA,GUASAVE,EL BURRIÓN," 386,826.00 "
,2015,PESQUERA SAN SEBASTIAN S.A. DE C.V.,,2505002846,SINALOA,GUASAVE,GUASAVE," 266,462.00 "
,2015,ACUICOLA LOS TRES COMPADRES SA DE CV,,2505002978,SINALOA,SALVADOR ALVARADO,GUAMÚCHIL," 111,100.00 "
,2015,ACUICOLA BUENA VISTA SA DE CV,,2505003026,SINALOA,GUASAVE,CASA BLANCA," 163,680.00 "
,2015,ACUACULTORES DEL EVORA SC DE RL DE CV,,2505003042,SINALOA,SALVADOR ALVARADO,GUAMÚCHIL," 498,210.00 "
,2015,ACUICOLA RIVERA MONTOYA,,2505003158,SINALOA,ANGOSTURA,LA ILAMA," 165,930.00 "
,2015,EVERARDO AHUMADA QUINTERO,,2505003166,SINALOA,GUASAVE,CASA BLANCA," 17,640.00 "
,2015,ACUICOLA SINAMEX SC RL DE CV,,2505003281,SINALOA,SALVADOR ALVARADO,GUAMÚCHIL," 117,480.00 "
,2015,AVANCE ACUICOLA SA DE CV,,2505003323,SINALOA,ANGOSTURA,ANGOSTURA," 207,096.00 "
,2015,"CAMARONES DEL HUITUSSI, S.C. DE R.L. DE C.V.",,2505003364,SINALOA,GUASAVE,CALLEJONES DE TAMAZULA," 15,200.00 "
,2015,ACUACULTORES DE LA REFORMA S.A. DE C.V,,2505003398,SINALOA,ANGOSTURA,LA REFORMA," 89,760.00 "
,2015,"VARGAS QUINTERO, S.P.R. DE R.I.",,2505003489,SINALOA,GUASAVE,LA CUCHILLA," 84,100.00 "
,2015,"ACUICOLA CUATE MACHADO, SA DE CV",,2505003570,SINALOA,SALVADOR ALVARADO,BENITO JUÁREZ," 155,000.00 "
,2015,"GARIBALDI CASTRO DEL SACRIFICIO, SPR DE RI",,2505003703,SINALOA,GUASAVE,EL SACRIFICIO," 87,750.00 "
,2015,PRODUCTORES ACUICOLAS DEL EVORA SA DE CV,,2505003745,SINALOA,SALVADOR ALVARADO,GUAMÚCHIL," 57,600.00 "
,2015,ACUICOLA ELAIME SPR DE RI,,2505003752,SINALOA,GUASAVE,GUASAVE," 161,056.00 "
,2015,PESQUERA SANTA PAULA S.A. DE C.V.,,2505004164,SINALOA,GUASAVE,GUASAVE," 392,208.00 "
,2015,GRUPO ACUACULTORES ANGULO SA DE CV,,2505004230,SINALOA,GUASAVE,GUASAVE," 55,200.00 "
,2015,ACUICOLA DON CHICO S.P.R. DE R.I.,,2505004263,SINALOA,GUASAVE,GUASAVE," 517,812.50 "
,2015,"ACUICOLA MARISMAS DEL GOLFO, SC DE RL. DE C.V",,2505004297,SINALOA,ANGOSTURA,ANGOSTURA," 166,656.00 "
,2015,CAMARONERA SAN JUAN S.A. DE C.V.,,2505004305,SINALOA,GUASAVE,CASA BLANCA," 253,448.00 "
,2015,FRECARCON SC DE RL DE CV,,2505004412,SINALOA,GUASAVE,GUASAVE," 132,200.00 "
,2015,"POTENCIAL ACUICOLA, SA DE CV",,2505004420,SINALOA,GUASAVE,ALAMITO CAIMANERO," 173,300.00 "
,2015,ACUICOLA BREYEAN SC DE RL DE CV,,2505004487,SINALOA,GUASAVE,CASA BLANCA," 23,100.00 "
,2015,ACUACULTORES SIGLO VEINTIUNO SC DE RL DE CV,,2505004529,SINALOA,GUASAVE,EL HUITUSI," 192,576.00 "
,2015,ZARATAJOA COMPAÑÍA SA DE CV,,2505004578,SINALOA,SALVADOR ALVARADO,GUAMÚCHIL," 142,000.00 "
,2015,ASP ACUACULTORES S.A. DE C.V.,,2505004917,SINALOA,AHOME,LOS MOCHIS," 202,700.00 "
,2015,JOSE MELCHOR LEAL SUFFO,,2505005302,SINALOA,GUASAVE,GUASAVE," 52,110.00 "
,2015,ACUICOLA 50 SPR DE RL,,2505005476,SINALOA,GUASAVE,GUASAVE," 161,400.00 "
,2015,"GRANJA ACUICOLA LA AURORA, S.A. DE C.V.",,2505005740,SINALOA,GUASAVE,CASA BLANCA, -   
,2015,"EXPLOTACION ACUICOLA BANAMEI,S DE S.S.",,2506000674,SINALOA,ANGOSTURA,COSTA AZUL," 126,080.00 "
,2015,ACUICOLA MAR DE CORTEZ SA DE CV,,2506000757,SINALOA,SALVADOR ALVARADO,GUAMÚCHIL," 233,600.00 "
,2015,SCPP DE ACUACULTURA EL PLAYON DEL ESTERON SCL DE CV,,2506000807,SINALOA,SALVADOR ALVARADO,GUAMÚCHIL," 198,056.00 "
,2015,ACUICOLA PERLA MARINA S.A DE C.V.,,2506000823,SINALOA,CULIACÁN,CULIACÁN ROSALES," 117,840.00 "
,2015,BATURY,,2506000831,SINALOA,ANGOSTURA,BATURY," 276,500.00 "
,2015,DESARROLLO ACUICOLA BOJORQUEZ SA DE CV,,2506000864,SINALOA,ANGOSTURA,BATURY," 171,920.00 "
,2015,"MARICULTURA, S.A. DE C.V.",,2506000872,SINALOA,SALVADOR ALVARADO,GUAMÚCHIL," 131,680.00 "
,2015,SCP ACUICOLA LA MEZCALERA SC DE RL DE CV,,2506000898,SINALOA,ANGOSTURA,LA REFORMA," 5,600.00 "
,2015,SOCIEDAD COOPERATIVA DE PRODUCCION ACUICOLA EL BOTETERO SC. DE RL.,,2506000922,SINALOA,CULIACÁN,CULIACÁN ROSALES," 128,700.00 "
,2015,ACUICOLA EL PARAJE SA DE CV,,2506000930,SINALOA,ANGOSTURA,ANGOSTURA," 100,100.00 "
,2015,SCPP ACUICOLA LA ENSENADA SC DE RL DE CV,,2506000948,SINALOA,ANGOSTURA,COSTA AZUL," 15,100.00 "
,2015,AMANECER ACUICOLA SA DE CV,,2506000971,SINALOA,ANGOSTURA,PLAYA COLORADA," 193,600.00 "
,2015,PRODUCTORA PESQUERA DEL MAR DEL PACIFICO SC DE RL DE CV,,2506001003,SINALOA,ANGOSTURA,BATURY," 149,120.00 "
,2015,"ACUICOLA MV, S.A. DE C.V.",,2506001136,SINALOA,ANGOSTURA,LA REFORMA," 158,540.00 "
,2015,"S.C.P.A. EL BOTETERO, S.C. DE R.L.",,2506001177,SINALOA,ANGOSTURA,LA REFORMA," 133,640.00 "
,2015,SOCIEDAD COOPERATIVA DE PRODUCCION PESQUERA OCEAN PARADISE ACUACULTORES SC DE RL DE CV,,2506001243,SINALOA,ANGOSTURA,BATURY," 75,700.00 "
,2015,SOC. COOP. DE PRODUCCION ACUICOLA AVILAS SC DE RL,,2506001409,SINALOA,ANGOSTURA,LA REFORMA," 589,512.00 "
,2015,ACUICOLA CAÑAVERAL SC DE RL DE CV,,2506001607,SINALOA,ANGOSTURA,LA REFORMA," 477,112.00 "
,2015,ACUICOLA LA CUCHILLA SPR DE RI,,2506001805,SINALOA,ANGOSTURA,ANGOSTURA," 11,900.00 "
,2015,ACUICOLA ROSCO SC DE RL DE CV,,2506001870,SINALOA,CULIACÁN,CULIACÁN ROSALES," 73,200.00 "
,2015,OLAS DEL PERIHUETE SA DE CV,,2506001938,SINALOA,ANGOSTURA,ANGOSTURA," 346,696.00 "
,2015,ACUICOLA EL RAULIO SC DE RL DE CV,,2506002027,SINALOA,ANGOSTURA,LA REFORMA," 96,000.00 "
,2015,ACUICOLA MONTELARGO SC DE RL DE CV,,2506002076,SINALOA,ANGOSTURA,LA REFORMA," 9,100.00 "
,2015,ACUICOLA ROSARITO SA DE CV,,2506002126,SINALOA,CULIACÁN,CULIACÁN ROSALES," 190,440.00 "
,2015,"S.C.P.A. EL GRAN PADRE, S.C. DE R.L. DE C.V.",,2506002159,SINALOA,ANGOSTURA,LA REFORMA," 2,100.00 "
,2015,GRANJA LAS BOCAS SC DE RL DE CV,,2506002399,SINALOA,CULIACÁN,CULIACÁN ROSALES," 22,750.00 "
,2015,"ACUICOLA RUCE, S.A. DE C.V.",,2506002449,SINALOA,SALVADOR ALVARADO,GUAMÚCHIL," 5,600.00 "
,2015,ACUICOLA AVAT SC DE RL DE CV,,2506002506,SINALOA,CULIACÁN,CULIACÁN ROSALES, -   
,2015,PRODUCTOS PESQUEROS EL MANGLON,,2506002605,SINALOA,ANGOSTURA,ANGOSTURA," 15,400.00 "
,2015,SCPAE ACUACULTURA MATACAHUI,,2507000459,SINALOA,AHOME,LOS MOCHIS," 57,440.00 "
,2015,LAGUNA DE ORO SPR DE RI,,2507001069,SINALOA,AHOME,LOS MOCHIS," 561,726.00 "
,2015,EXPLOTACION ACUICOLA DEL PACIFICO SSS,,2507001226,SINALOA,GUASAVE,MAXIMILIANO R. LÓPEZ (EL POCHOTE)," 10,800.00 "
,2015,"SOCIEDAD COOPERATIVA DE PRODUCCION PESQUERA ACUICOLA VALDEZ, SRL DE CV",,2507001333,SINALOA,GUASAVE,GUASAVE," 128,650.00 "
,2015,ACUICOLA LOS AHUMADA SSS,,2507001341,SINALOA,GUASAVE,CASA BLANCA," 269,944.00 "
,2015,OCEAN SEED SPR DE RI,,2507001564,SINALOA,AHOME,LOS MOCHIS," 113,400.00 "
,2015,"ACUICOLA CAMACOA, SPR DE RI",,2507001606,SINALOA,AHOME,LOS MOCHIS," 149,400.00 "
,2015,SCPP ACUICOLA CAMARON NORTE SCL,,2507001655,SINALOA,AHOME,LOS MOCHIS," 70,000.00 "
,2015,ACUICOLA EL MANGLE,,2507001671,SINALOA,SALVADOR ALVARADO,GUAMÚCHIL," 123,400.00 "
,2015,ACUICOLA SANTA RITA S.A DE C.V.,,2507001705,SINALOA,AHOME,LOS MOCHIS," 225,670.00 "
,2015,SCPPYA LOS SANCHEZ COTA SC DE RL,,2507001879,SINALOA,AHOME,LOS MOCHIS," 61,600.00 "
,2015,ACUICOLA BAJA MAR SA DE CV,,2507002075,SINALOA,AHOME,LOS MOCHIS," 101,600.00 "
,2015,"ACUASHRIMP, SPR DE RI",,2507002109,SINALOA,AHOME,LOS MOCHIS," 220,600.00 "
,2015,S.C.P.P. CAMPOS ACUICOLA SC DE RL,,2507002117,SINALOA,AHOME,LOS MOCHIS," 76,800.00 "
,2015,PESQUERA 3 HERMANOS SA DE CV,,2507002232,BAJA CALIFORNIA,TIJUANA,TIJUANA," 92,000.00 "
,2015,ACUICOLA PLEAMAR SA DE CV,,2507002323,SINALOA,AHOME,LOS MOCHIS," 74,000.00 "
,2015,ACUICOLA ROCHTER SA DE CV,,2507002364,SINALOA,AHOME,LOS MOCHIS," 65,850.00 "
,2015,RODOLFO ESPINOZA GUTIERREZ,,2507002406,SINALOA,AHOME,LOS MOCHIS," 102,139.36 "
,2015,"GRUPO ACUICOLA SANTAFE, SA DE CV",,2507002455,SINALOA,AHOME,LOS MOCHIS," 172,800.00 "
,2015,JESUS ELIGIO MEZA CERVANTES,,2507002513,SINALOA,AHOME,LOS MOCHIS," 47,400.00 "
,2015,AZTECA SHRIMP SA DE CV,,2507002589,SINALOA,AHOME,LOS MOCHIS," 167,600.00 "
,2015,ACUICOLA ROJA SPR DE RI,,2507002596,SINALOA,AHOME,LOS MOCHIS," 43,260.00 "
,2015,"SOCIEDAD COOPERATIVA DE PRODUCCION PESQUERA Y DE SERVICIOS DE LPACIFICO, SC DE RL",,2507002703,SINALOA,AHOME,TOPOLOBAMPO," 90,840.00 "
,2015,FINCA DOÑA LUISA S DE RL DE CV,,2507002838,SINALOA,GUASAVE,GUASAVE," 190,400.00 "
,2015,ACUACULTORES DEL QUINTO DIA SPR DE RL (GRANJA CHICURA),,2507003115,SINALOA,AHOME,LOS MOCHIS," 363,350.00 "
,2015,SCPA PLAYA ESCONDIDA SC DE RL,,2507003412,SINALOA,AHOME,LAS GRULLAS MARGEN IZQUIERDA," 41,750.00 "
,2015,BAJOS DE AJORO SC DE RL DE CV,,2507003503,SINALOA,AHOME,LOS MOCHIS," 144,000.00 "
,2015,JM ACUACULTURA SA DE CV,,2507003586,SINALOA,AHOME,LOS MOCHIS," 217,200.00 "
,2015,ACUICOLA OPEN SEA SA DE CV,,2507003727,SINALOA,AHOME,HIGUERA DE ZARAGOZA," 69,780.00 "
,2015,"S.C.P.P. ESTUARIO DEL RIO FUERTE, S.C. DE R.L.",,2507003768,SINALOA,AHOME,LOS MOCHIS," 1,400.00 "
,2015,PAOLA MARQUEZ CECEÑA,,2507003891,SINALOA,AHOME,LOS MOCHIS," 289,500.00 "
,2015,"LAURAS SHRIMP, S.A. DE C.V.",,2507003958,SINALOA,AHOME,LOS MOCHIS," 1,537,004.00 "
,2015,ECOCAMPOS ACUICOLAS S.C. DE R.L. DE C.V.,,2507003966,SINALOA,AHOME,LOS MOCHIS," 14,000.00 "
,2015,"PESQUERA Y ACUICOLA ROIZ, S.C. DE R.L. DE C.V.",,2507004014,SINALOA,AHOME,LOS MOCHIS," 73,300.00 "
,2015,"GRANJA CAMARONERA SAN ESTEBAN, S.A. DE C.V.",,2507004253,SINALOA,GUASAVE,CASA BLANCA," 155,832.00 "
,2015,LAS PICHIUILAS SPR DE RL,,2507004329,SINALOA,AHOME,LAS GRULLAS MARGEN DERECHA," 23,280.00 "
,2015,ACUICOLA LA LOMA SA DE CV,,2507004410,SINALOA,GUASAVE,GUASAVE," 53,400.00 "
,2015,"ACUICOLA TIERRA DE CANAAN, S.A. DE C.V.",,2507004485,SINALOA,AHOME,AHOME," 58,200.00 "
,2015,GRUPO ACUICOLA ANGULO SPR DE RL,,2507004519,SINALOA,GUASAVE,GUASAVE," 143,120.00 "
,2015,PESQUERA QUICHO SC DE RL DE CV,,2507004600,SINALOA,AHOME,EJIDO TOPOLOBAMPO," 43,600.00 "
,2015,ACUICOLA CAMARGO SA DE CV,,2507004675,SINALOA,AHOME,LOS MOCHIS," 59,570.00 "
,2015,"MALTA TEXO DE MEXICO, S.A DE C.V.",,2507004725,SINALOA,AHOME,LOS MOCHIS," 8,950.00 "
,2015,ECOSHRIMP SUPPLY SA DE CV,,2507004766,SINALOA,AHOME,LOS MOCHIS," 73,920.00 "
,2015,PRODUCTORA NUEVA ACUICOLA NUEVA HIGUERA SPR DE RI,,2507004774,SINALOA,AHOME,HIGUERA DE ZARAGOZA," 104,200.00 "
,2015,MAREA ACUICOLA S DE RL DE CV,,2507004808,SINALOA,AHOME,LA FLORIDA VIEJA," 89,304.00 "
,2015,ACUICOLA VILLA OCEANICA SA DE CV,,2507004972,SINALOA,AHOME,LOS MOCHIS," 158,400.00 "
,2015,ACUICULTORES UNIDOS SAN MARTIN SA DE CV,,2507004998,SINALOA,AHOME,LOS MOCHIS," 551,765.00 "
,2015,ALVA NIDIA MORENO CRUZ,,2507005003,SINALOA,AHOME,LOS MOCHIS," 83,140.00 "
